wl,S0000001,S0000002,S0000003,S0000004,S0000005,S0000006,S0000007,S0000008,S0000009,S0000010,S0000011,S0000012,S0000013,S0000014,S0000015,S0000016,S0000017,S0000018,S0000019,S0000020,S0000021,S0000022,S0000023,S0000024,S0000025,S0000026,S0000027,S0000028,S0000029,S0000030,S0000031,S0000032,S0000033,S0000034,S0000035,S0000036,S0000037,S0000038,S0000039,S0000040,S0000041,S0000042,S0000043,S0000044,S0000045,S0000046,S0000047,S0000048,S0000049,S0000050,S0000051,S0000052,S0000053,S0000054,S0000055,S0000056,S0000057,S0000058,S0000059,S0000060,S0000061,S0000062,S0000063,S0000064,S0000065,S0000066,S0000067,S0000068,S0000069,S0000070,S0000071,S0000072,S0000073,S0000074,S0000075,S0000076,S0000077,S0000078,S0000079,S0000080,S0000081,S0000082,S0000083,S0000084,S0000085,S0000086,S0000087,S0000088,S0000089,S0000090,S0000091,S0000092,S0000093,S0000094,S0000095,S0000096,S0000097,S0000098,S0000099,S0000100,S0000101,S0000102,S0000103,S0000104,S0000105,S0000106,S0000107,S0000108,S0000109,S0000110,S0000111,S0000112,S0000113,S0000114,S0000115,S0000116,S0000117,S0000118,S0000119,S0000120,S0000121,S0000122,S0000123,S0000124,S0000125,S0000126,S0000127,S0000128,S0000129,S0000130,S0000131,S0000132,S0000133,S0000134,S0000135,S0000136,S0000137,S0000138,S0000139,S0000140,S0000141,S0000142,S0000143,S0000144,S0000145,S0000146,S0000147,S0000148,S0000149,S0000150,S0000151,S0000152,S0000153,S0000154,S0000155,S0000156,S0000157,S0000158,S0000159,S0000160,S0000161,S0000162,S0000163,S0000164,S0000165,S0000166,S0000167,S0000168,S0000169,S0000170,S0000171,S0000172,S0000173,S0000174,S0000175,S0000176,S0000177,S0000178,S0000179,S0000180
340,45.71461905,54.50757143,63.98347619,52.14461905,58.52447619,62.2457619,50.51338095,50.01128571,52.31809524,37.26704762,57.07585714,44.80438095,64.584,62.01909524,41.19061905,61.84452381,72.66395238,48.21809524,69.36038095,51.72566667,58.04847619,66.80671429,55.34357143,41.07761905,66.21409524,61.66404762,55.16338095,51.91609524,66.50747619,62.84085714,66.57366667,73.40314286,83.98747619,67.54161905,66.756,83.25457143,65.91661905,71.92071429,63.15580952,71.89652381,74.17152381,72.99438095,69.42214286,81.17566667,63.86180952,74.74009524,68.84004762,86.19033333,65.54157143,66.45752381,62.36661905,95.05238095,79.03328571,66.68638095,87.28952381,75.32790476,78.83409524,82.31042857,80.13952381,77.75585714,5.195256656,5.702792059,6.633689104,5.331483583,5.566727457,5.711695771,5.506801131,6.514740225,6.689069997,5.292390873,5.390837744,5.540141898,5.13133856,5.69976082,5.569408204,5.676783437,6.776808072,6.463008479,6.468396002,5.340357836,5.464793784,5.333339518,5.351511295,7.31199857,6.145363295,6.125418461,3.325860881,8.173863896,5.530439084,10.09163261,5.7105702,4.272093568,9.237336167,2.497403901,2.575122204,1.829664056,6.92318161,2.983032567,5.939751748,1.908464069,2.600230543,9.581671581,3.466214287,2.444488113,6.744940697,3.506388852,2.978946528,6.531705138,4.369773335,4.077472291,3.226295668,4.193065274,2.269527953,10.47477129,5.713286529,2.495163163,5.620828464,6.626620807,9.594603771,7.155203225,4.224194001,6.32150985,5.435539745,2.788643981,2.378520849,4.447441066,5.947802505,6.388966864,14.22195192,3.307587033,3.474679439,12.53184278,5.808030214,3.917181347,5.377180388,4.879430527,12.28083418,3.833299382,3.948156588,3.989766325,2.954976814,3.246330953,3.799753964,3.709798648,6.104207848,5.650807609,3.924616516,10.44240925,7.688764428,8.69520127,1.95050567,4.15939355,3.334465398,2.51968713,3.030384956,3.176054198,3.445490498,7.653290701,5.566054746,3.036758668,6.32309666,5.948985469,7.317242733,7.375957029,5.521141921,5.450594851,6.416768869,2.742709603,8.026881225,3.033494708,4.279107843,2.320063419,6.044557304,3.178109767,4.021315341,10.15682457,1.650613759,5.264748057,6.187744388,6.169651207
341,45.76819048,54.67652381,64.39285714,51.94314286,58.65142857,61.776,50.15380952,50.35438095,51.99880952,37.25580952,57.06390476,45.81,64.78128571,62.0917619,41.19214286,61.99347619,72.837,48.2712381,69.16928571,51.69766667,58.23447619,66.29457143,55.18233333,41.53585714,66.13147619,60.82157143,54.71347619,52.16661905,66.64204762,62.93852381,66.41214286,74.11733333,84.09438095,67.20119048,66.40719048,83.47628571,65.37885714,72.0772381,62.87638095,71.33785714,73.56147619,73.08319048,68.93314286,81.34933333,63.8792381,74.56347619,68.71071429,85.97604762,65.45352381,66.92471429,62.4177619,94.82080952,79.41733333,67.16290476,87.49785714,75.68361905,78.44347619,81.90642857,79.52147619,77.77661905,5.187272276,5.722657941,6.677446874,5.347825419,5.59790214,5.731501605,5.527420629,6.48684692,6.734309315,5.305536121,5.40947786,5.568520514,5.126599366,5.719319218,5.56862177,5.677253313,6.82445946,6.502078106,6.508736427,5.355744117,5.478101152,5.352033766,5.371915332,7.248099184,6.146820835,6.12774961,3.325348073,8.14423571,5.507724328,10.08549862,5.671576932,4.254394926,9.221076551,2.496318427,2.571217195,1.824615814,6.888342253,2.965073729,5.925558156,1.900775322,2.597162485,9.531763775,3.459284565,2.439183572,6.7044216,3.489474031,2.964195313,6.491903603,4.359801731,4.05444819,3.218841071,4.167451879,2.260094194,10.45849474,5.703358368,2.488046708,5.607777898,6.603548748,9.573563995,7.129949802,4.201276178,6.300195582,5.431099816,2.788149459,2.37213171,4.427384198,5.907355492,6.345723726,14.18461621,3.286315334,3.455316547,12.52740545,5.812935022,3.898195491,5.362091697,4.87872124,12.27719727,3.848367169,3.951037482,4.010114011,2.981033203,3.27709899,3.843612559,3.75942667,6.18510279,5.771175711,3.902946326,10.47226694,7.694825195,8.631973305,1.939449594,4.136163472,3.320078572,2.506986444,3.006197721,3.15266351,3.422024619,7.648697287,5.563397827,3.025451254,6.326690174,5.947403205,7.403124915,7.464218797,5.519588045,5.449156862,6.469513635,2.7300732,7.986191465,3.015911201,4.268171842,2.307406315,6.034090429,3.15645436,4.012440583,10.15743167,1.644637631,5.268426611,6.192617535,6.151508122
342,45.949,54.7296,64.7194,51.7318,58.6808,61.3554,49.8382,50.6266,51.8338,37.1514,57.0538,46.7604,64.8282,62.0408,41.2592,62.0776,72.9438,48.2886,69.0274,51.825,58.426,65.7316,54.9868,41.8768,66.0458,59.9174,54.343,52.2528,66.797,62.9438,66.2944,74.6518,83.9852,66.7458,65.9154,83.6756,64.8592,72.0684,62.617,70.5008,72.9152,73.1944,68.5422,81.35,63.8562,74.335,68.5112,85.7442,65.309,67.4816,62.2802,94.544,79.6612,67.4302,87.7264,75.9052,77.8402,81.5864,79.0658,77.7818,5.179492881,5.743279861,6.722075978,5.366224665,5.632115566,5.751964188,5.549087846,6.458804936,6.780449384,5.319483977,5.429460933,5.598559783,5.122769618,5.739553101,5.567059231,5.677128898,6.873062524,6.541920216,6.55005855,5.37402256,5.491968285,5.372340413,5.393891746,7.184497918,6.147941293,6.129525679,3.323325106,8.114498972,5.484197171,10.07893958,5.633045325,4.235298715,9.202233404,2.493558191,2.565399201,1.818311283,6.852388945,2.946325449,5.90967893,1.891917383,2.593445477,9.480953501,3.450344445,2.432676428,6.664481594,3.468446521,2.948123728,6.452280406,4.349340808,4.030669967,3.211308924,4.141169094,2.250115912,10.44034393,5.691389863,2.480360445,5.594113749,6.579869481,9.551653466,7.105306488,4.177604878,6.277139118,5.42446668,2.785813981,2.364049428,4.406168798,5.867016076,6.30254756,14.14639938,3.263929472,3.434696627,12.52340868,5.817127796,3.879168116,5.346917038,4.877658232,12.27400989,3.863803314,3.953759488,4.030213865,3.006535096,3.30712887,3.887505867,3.809838186,6.267167001,5.894716386,3.879730861,10.500734,7.699565282,8.569316174,1.92786304,4.111438198,3.304310612,2.493506359,2.981332829,3.1281537,3.396990553,7.64279177,5.560119177,3.013327425,6.329058341,5.948119173,7.4929659,7.556520688,5.518133788,5.447799021,6.526343726,2.716174021,7.945458974,2.997611947,4.25539293,2.292562236,6.022249982,3.13332748,4.001791295,10.15714309,1.6383041,5.271063209,6.196248673,6.132769602
343,46.07633333,54.72366667,65.154,51.31066667,58.68533333,60.81266667,49.433,50.86266667,51.59933333,37.013,57.04166667,47.62266667,64.907,62.096,41.24166667,62.09566667,72.94333333,48.146,68.832,51.79,58.72533333,65.12733333,54.74966667,42.20466667,65.878,59.19466667,53.793,52.39566667,66.964,62.90566667,65.98566667,75.09766667,83.74666667,66.36033333,65.47466667,83.57933333,64.216,72.09433333,62.32766667,69.80466667,72.20633333,73.20033333,68.066,81.42633333,63.65266667,74.01433333,68.22833333,85.40066667,65.06966667,67.962,62.11533333,94.056,79.75633333,67.773,87.953,75.97266667,77.25833333,80.99933333,78.624,77.72966667,5.171999329,5.764441461,6.767430087,5.386152011,5.668690357,5.772907895,5.571487314,6.430700219,6.827338929,5.334034105,5.450466389,5.629904885,5.119788802,5.760277889,5.564859889,5.676461243,6.922457617,6.582404796,6.592176709,5.394503017,5.506228148,5.393876591,5.417071027,7.121391286,6.148627839,6.130694407,3.319984754,8.08485954,5.460045035,10.07214213,5.594925925,4.215089921,9.181290053,2.48943673,2.5579836,1.811002388,6.81557521,2.927074571,5.892482369,1.882139631,2.589226427,9.429492495,3.439738563,2.425217112,6.625089444,3.444276402,2.930981647,6.412894678,4.33844593,4.006297206,3.203670318,4.114436825,2.239791943,10.42067071,5.677821135,2.472195841,5.579992358,6.555800739,9.529148391,7.08120657,4.153342948,6.252700516,5.416032056,2.781949802,2.354589532,4.384040151,5.826833595,6.259504859,14.10750689,3.240663354,3.413075743,12.51974144,5.82080502,3.860225624,5.331793126,4.876290136,12.27115727,3.879282995,3.956100185,4.049666334,3.031095467,3.336008646,3.930828193,3.86035049,6.34931971,6.019624597,3.855384002,10.52796788,7.703159579,8.507153361,1.915961908,4.085627759,3.287512033,2.479465629,2.956039019,3.102811517,3.370723854,7.63575553,5.556327291,3.000670572,6.330458779,5.950335523,7.585369612,7.651481913,5.516974861,5.44669147,6.585855581,2.701260009,7.904795368,2.978796535,4.24113847,2.275986859,6.009492344,3.109040272,3.98967106,10.15603549,1.631748732,5.272875158,6.198895461,6.113665327
344,46.11614286,54.65561905,65.42819048,51.05809524,58.62138095,60.12757143,49.04609524,51.08780952,51.26895238,36.99038095,57.02185714,48.39257143,64.97171429,62.03047619,41.30533333,62.0457619,72.97790476,47.94885714,68.50685714,51.72228571,58.87361905,64.42428571,54.6152381,42.47695238,65.74619048,58.38757143,53.23219048,52.3842381,66.95628571,62.86333333,65.77057143,75.41580952,83.50985714,65.93138095,64.79419048,83.59757143,63.54361905,72.14642857,62.15852381,69.12166667,71.51,73.1887619,67.58542857,81.34728571,63.47585714,73.42719048,67.8547619,84.79057143,64.90666667,68.45680952,61.93933333,93.59542857,79.94504762,68.01471429,88.01238095,76.0772381,76.5622381,80.59790476,77.97857143,77.58985714,5.16487248,5.785926379,6.813362868,5.407078145,5.706949134,5.794157101,5.594303564,6.402618712,6.874826675,5.348986168,5.472173651,5.662201,5.117596405,5.781309005,5.562163045,5.675301403,6.972485089,6.623401833,6.634905244,5.416495344,5.520713704,5.416259434,5.44108367,7.058975799,6.148783642,6.131203534,3.315519795,8.055523276,5.435455344,10.06529295,5.557169281,4.19405353,9.158729824,2.484267582,2.549285772,1.802941051,6.77815457,2.907607937,5.874336773,1.871691441,2.584652244,9.377632492,3.427811551,2.417056053,6.586213916,3.417933752,2.913018944,6.373805549,4.327172457,3.98148949,3.195896346,4.08747498,2.229321122,10.39982695,5.663092305,2.463644364,5.565570067,6.531560257,9.506324976,7.057583331,4.128653234,6.227239833,5.40618766,2.776869176,2.344067551,4.361243544,5.786857385,6.216662115,14.06814418,3.216750888,3.390709956,12.51629269,5.82416318,3.84149442,5.316856674,4.874665583,12.26852464,3.894481391,3.957837156,4.068071865,3.054327289,3.363326371,3.972973848,3.910280879,6.43048015,6.144095312,3.830319626,10.554126,7.705782975,8.44540835,1.903962095,4.059142187,3.270033349,2.46508301,2.930565026,3.076923712,3.343560081,7.627769942,5.552130667,2.987764084,6.331149105,5.953254403,7.678939974,7.747721687,5.516306974,5.446004348,6.646645639,2.685579109,7.864312262,2.959664554,4.225775823,2.258135861,5.996273896,3.083903879,3.976383466,10.15418554,1.625107093,5.274079769,6.200815554,6.094424975
345,46.1752,54.5264,65.5606,50.7504,58.6222,59.551,48.5786,51.3,51.0172,36.8978,57.0172,49.0808,65.0288,62.034,41.4116,61.9984,73.0416,47.7168,68.0766,51.5956,58.9468,63.6962,54.301,42.7964,65.5142,57.4898,52.752,52.4842,66.7886,62.6944,65.4602,75.6312,83.2402,65.381,64.0886,83.4184,62.9838,72.1348,61.8354,68.478,70.8484,73.08,67.0292,81.1148,63.239,72.9024,67.4752,84.1756,64.6222,68.7564,61.7778,92.9488,79.8956,68.2332,88.2322,76.0632,75.9262,80.008,77.1874,77.3224,5.158193193,5.807518256,6.859727994,5.428473756,5.74621452,5.815536182,5.617221125,6.37464636,6.922761347,5.364139832,5.494262146,5.695093306,5.116131913,5.80246187,5.559108002,5.67370043,7.022985293,6.664781317,6.678058495,5.439309391,5.535257918,5.439106075,5.465560167,6.99744797,6.148311872,6.1310008,3.310123003,8.026696041,5.410615523,10.05857868,5.519725942,4.172474528,9.135036043,2.478364283,2.539621099,1.794379196,6.740380548,2.888212391,5.855610442,1.860822191,2.579869837,9.325625227,3.414908042,2.408443682,6.547823775,3.390388651,2.894485493,6.335072149,4.315575753,3.956406402,3.187958098,4.060503463,2.218902286,10.37816451,5.647643493,2.45479748,5.55100322,6.507365769,9.483459424,7.034370057,4.103698582,6.201117129,5.395325211,2.770884357,2.332799014,4.338024263,5.747136783,6.174085819,14.02851671,3.192425981,3.367855329,12.5129514,5.827398759,3.823100907,5.302244395,4.872833208,12.26599724,3.90907368,3.95874798,4.085030905,3.075843536,3.388670096,4.01333714,3.958946649,6.509567552,6.266323495,3.804951615,10.57936578,7.70761036,8.384004625,1.892079502,4.032391513,3.252225076,2.450577257,2.90515959,3.050777034,3.315834788,7.619016385,5.5476378,2.974891352,6.331386938,5.956077963,7.772280911,7.84385922,5.516325839,5.445907797,6.70731034,2.669379264,7.824121271,2.94041559,4.209672351,2.239464919,5.983051021,3.058229443,3.962232099,10.15166991,1.618514746,5.27489435,6.202266611,6.075278222
346,46.22928571,54.41428571,65.704,50.36214286,58.511,58.96585714,48.02457143,51.57985714,50.63842857,36.76642857,56.79457143,49.85885714,65.04671429,61.86757143,41.45328571,61.72628571,72.82385714,47.46228571,67.77528571,51.41671429,58.90228571,62.97971429,54.02514286,42.978,65.21142857,56.624,52.27628571,52.50971429,66.76714286,62.44114286,65.19,75.79571429,82.76542857,64.82557143,63.30485714,83.18757143,62.16471429,71.84042857,61.456,67.74357143,70.12042857,72.89542857,66.31485714,80.86042857,62.89885714,72.323,66.92942857,83.39814286,64.37428571,69.07257143,61.684,92.20685714,79.67357143,68.34385714,88.149,76.05271429,75.04357143,79.15957143,76.50628571,77.17142857,5.152042325,5.82900073,6.906379134,5.449809534,5.785809134,5.836869511,5.639924528,6.346869107,6.970991671,5.37929476,5.516411297,5.728226984,5.115334811,5.823551905,5.555834062,5.671709377,7.073798579,6.706413233,6.721450801,5.462255013,5.549693753,5.462033648,5.490131009,6.937004312,6.147115697,6.130033944,3.303987154,7.998583695,5.385712996,10.052186,5.482546456,4.150637899,9.110692037,2.472040373,2.529304958,1.785568747,6.702506665,2.869174776,5.836671674,1.849781258,2.575026113,9.273722437,3.401372671,2.39963043,6.509887787,3.362611178,2.875631168,6.296753609,4.303711179,3.931207525,3.179826666,4.033742181,2.208734269,10.35603526,5.631914819,2.445746658,5.536448157,6.483435009,9.460827944,7.011500033,4.078641837,6.174692459,5.383836426,2.764307599,2.321099448,4.314627593,5.707721126,6.131842465,13.98882993,3.16792254,3.344767923,12.50960653,5.830708241,3.805171488,5.288093003,4.870841642,12.26346032,3.922735039,3.95861024,4.100143901,3.09525718,3.411627874,4.051312376,4.005665096,6.585501149,6.384504111,3.779693847,10.60384466,7.708816622,8.322865671,1.880530028,4.005785768,3.234437728,2.436167123,2.880071447,3.024658235,3.287883533,7.609676236,5.542957189,2.962335767,6.331429895,5.958008351,7.863996346,7.938513727,5.517227165,5.446571959,6.766446123,2.652908418,7.78433401,2.921249232,4.193195416,2.22042971,5.970280099,3.032328108,3.947520544,10.14856526,1.612107259,5.27553621,6.203506288,6.056454748
347,46.0893,54.3157,65.8236,49.9771,58.29565,58.24095,47.4341,51.695,50.19195,36.56215,56.6105,50.67445,65.00815,61.7443,41.5527,61.4706,72.6722,47.17805,67.29095,51.3722,58.8992,62.19735,53.8648,43.1393,64.91165,55.75075,51.7087,52.39165,66.7495,62.1072,64.7445,75.92625,82.3931,64.1676,62.60055,83.016,61.4587,71.72365,61.1931,66.9462,69.2946,72.48625,65.595,80.42365,62.4097,71.67325,66.44835,82.5276,64.11135,69.28045,61.4402,91.4121,79.5495,68.50245,88.0623,75.8924,74.1809,78.10425,75.6495,76.9431,5.146500737,5.850157442,6.953169957,5.470556167,5.8250556,5.857981465,5.662098305,6.319372899,7.019366374,5.394250617,5.53830053,5.761247212,5.115144586,5.844394532,5.552480528,5.669379299,7.124765299,6.748167572,6.764896501,5.484642063,5.563854175,5.484659285,5.514426691,6.877841335,6.145098287,6.128250706,3.297305023,7.971392098,5.360935185,10.04630156,5.445581372,4.12882863,9.08618113,2.465609387,2.518652731,1.776761626,6.664786444,2.850781936,5.81788877,1.838818019,2.570267983,9.222175857,3.38755007,2.390866726,6.472374717,3.335571411,2.856705842,6.258909058,4.291634097,3.906052441,3.17147314,4.00741104,2.199015908,10.33379108,5.616346406,2.436583365,5.522061222,6.459985711,9.43870674,6.988906542,4.053645846,6.148325884,5.372113023,2.757451156,2.309284384,4.291298822,5.668659751,6.089998545,13.9492893,3.143474474,3.3217038,12.50614704,5.834288111,3.787832568,5.274539212,4.868739519,12.2607991,3.935140647,3.957201516,4.1130113,3.112181196,3.431787758,4.086293867,4.049753516,6.657200171,6.496832125,3.754960202,10.62772006,7.709576651,8.261914971,1.86952957,3.979734984,3.217021819,2.422071365,2.855549335,2.998854065,3.260041872,7.599930873,5.538197329,2.950380719,6.331535593,5.958247718,7.952690202,8.030304419,5.519206664,5.448166973,6.822649427,2.636414516,7.745062094,2.902365068,4.176712379,2.201485912,5.958417512,3.006511017,3.932552388,10.14494826,1.606020194,5.276222658,6.204792243,6.03818423
348,46.02671429,53.9527619,65.79142857,49.52419048,58.00390476,57.46480952,46.82619048,51.83866667,49.67061905,36.34109524,56.38133333,51.25233333,64.83819048,61.50257143,41.54780952,61.09728571,72.38352381,46.88809524,66.77366667,51.16919048,58.74380952,61.27166667,53.53790476,43.33042857,64.54419048,54.82119048,51.07080952,52.3477619,66.57461905,61.82414286,64.20395238,75.88304762,81.78842857,63.42795238,61.82561905,82.84642857,60.723,71.65880952,60.79738095,65.9137619,68.30128571,72.11238095,64.86909524,80.00819048,62.09585714,70.85195238,65.9022381,81.52442857,63.6072381,69.54766667,61.33138095,90.59566667,79.40904762,68.57333333,87.9317619,75.71914286,73.20666667,76.93985714,74.77766667,76.59209524,5.141649287,5.87077203,6.999954135,5.490184344,5.863276538,5.878696417,5.683426984,6.292243678,7.067734179,5.408807067,5.559609268,5.79379917,5.115500724,5.864805173,5.549186701,5.666761248,7.175725805,6.789914319,6.808209935,5.505780393,5.577572147,5.50660012,5.538077703,6.820155554,6.142162811,6.125598826,3.290269388,7.945327113,5.336469515,10.04111202,5.408781236,4.107331706,9.06198665,2.459384864,2.507979797,1.768209756,6.627473409,2.833320714,5.799630029,1.82818185,2.565742354,9.171237221,3.373784874,2.382403002,6.435253331,3.310239431,2.837959391,6.221597629,4.279399869,3.881100734,3.162868613,3.981729947,2.189946039,10.31178381,5.601378372,2.427399068,5.507998756,6.43723561,9.417372018,6.96652287,4.028873455,6.12237746,5.360546719,2.750627283,2.29766935,4.268283234,5.630001995,6.04862055,13.91010027,3.11931569,3.298919022,12.50246189,5.838334853,3.771210549,5.261719734,4.866575471,12.25789883,3.945965683,3.95429939,4.123233548,3.126228557,3.448737799,4.11767592,4.090529204,6.723583852,6.601502504,3.731164559,10.65114941,7.710065336,8.201076011,1.85929403,3.954649191,3.200327865,2.408508736,2.831841993,2.973651273,3.232645361,7.589961674,5.533466718,2.939309599,6.331961651,5.955998211,8.036966404,8.117850509,5.522460047,5.450862982,6.874516692,2.620145502,7.706417138,2.883962687,4.160590602,2.183089202,5.94791964,2.981089312,3.917631218,10.14089558,1.600389119,5.277171002,6.206382133,6.020696346
349,45.9022381,53.60257143,65.75542857,49.12552381,57.63138095,56.74280952,46.15142857,51.93790476,49.17347619,36.05290476,56.13485714,51.69890476,64.69814286,61.26390476,41.57733333,60.67280952,72.12495238,46.5277619,66.11704762,51.00319048,58.65409524,60.48047619,53.24104762,43.49852381,64.03795238,53.91842857,50.423,52.20114286,66.3162381,61.43819048,63.67747619,75.80042857,81.11257143,62.58228571,60.95442857,82.41219048,59.90490476,71.44047619,60.50661905,65.00080952,67.45295238,71.64033333,64.03338095,79.37342857,61.55847619,69.80409524,65.27819048,80.63152381,63.25747619,69.66304762,61.01209524,89.64261905,79.04428571,68.6502381,87.75090476,75.3297619,72.23895238,75.90504762,73.71157143,76.17142857,5.137568833,5.890628134,7.046585336,5.508164754,5.899794571,5.898838744,5.703595097,6.265567391,7.115943812,5.422763774,5.580016938,5.825528038,5.116342711,5.884599249,5.546091884,5.663906277,7.226520449,6.831523464,6.851205442,5.524979857,5.590680633,5.527473286,5.56071454,6.76414348,6.138212439,6.122026045,3.283073022,7.920594598,5.312503411,10.03680404,5.372096599,4.086432113,9.038591923,2.453680341,2.497601536,1.760165062,6.59082108,2.817077953,5.78226375,1.81812213,2.561596135,9.121158267,3.360421716,2.374489686,6.398492394,3.287585315,2.819641687,6.18487845,4.267063857,3.856511986,3.153984175,3.956918806,2.181723497,10.29036534,5.58745084,2.418285235,5.494417102,6.415402439,9.397099984,6.944282301,4.00448751,6.097207245,5.349529233,2.744148232,2.286569874,4.245826117,5.591797196,6.007774974,13.87146829,3.095680095,3.276669652,12.49844006,5.843044951,3.755431835,5.249771285,4.864398131,12.25464474,3.954885324,3.949681441,4.130411092,3.137012236,3.462066051,4.144852844,4.127309457,6.783571422,6.696710211,3.708720798,10.67429014,7.710457566,8.140272273,1.850039305,3.930938422,3.184706381,2.395697991,2.809198156,2.949336609,3.206029557,7.579950015,5.528873852,2.929405796,6.332965687,5.95046198,8.115428874,8.19977121,5.527183024,5.454830125,6.920644356,2.604349319,7.668510758,2.866241676,4.145197448,2.165695256,5.939242866,2.956374138,3.903060618,10.13648388,1.595349598,5.278598552,6.208533615,6.004220774
350,45.7534,53.2626,65.6704,48.6006,57.3034,55.9288,45.4866,52.0062,48.5792,35.8202,55.75,52.2292,64.555,61.0228,41.6402,60.2288,71.6636,46.1992,65.4006,50.7544,58.4698,59.6532,52.8996,43.606,63.5252,52.9684,49.6084,52.0788,66.0092,60.9882,63.0352,75.6512,80.347,61.758,59.9972,81.9598,58.9136,71.047,60.0956,64.0666,66.3418,71.0134,63.1626,78.6216,60.9322,68.7794,64.6616,79.4256,62.6742,69.724,60.8384,88.5678,78.806,68.6352,87.4414,74.9042,71.1044,74.7494,72.689,75.831,5.134340235,5.909509394,7.09291723,5.523968086,5.93393232,5.91823282,5.722287175,6.23942998,7.163844,5.435920402,5.599202962,5.856078995,5.117610034,5.903592182,5.543335379,5.66086544,7.276989581,6.872864994,6.893697362,5.541550309,5.603012599,5.546895917,5.581967692,6.710001625,6.133150339,6.1174801,3.275908702,7.897400416,5.289224295,10.03356429,5.335478007,4.066414836,9.016480275,2.448809355,2.487833327,1.752879467,6.555082982,2.802340496,5.766158233,1.808888235,2.557976234,9.072190728,3.347805229,2.36737721,6.362060672,3.268579144,2.802002606,6.148810652,4.254681425,3.83244578,3.144790917,3.933197526,2.174547117,10.26988753,5.57500393,2.409333333,5.481472601,6.394703934,9.378166843,6.922118121,3.980650857,6.073175298,5.339452281,2.738326259,2.276301485,4.224172756,5.554094689,5.967528309,13.83359882,3.072801597,3.255211752,12.49397049,5.84861489,3.74062283,5.238830577,4.862256133,12.25092208,3.961574748,3.943125252,4.134144379,3.144145206,3.471360565,4.167218947,4.15941157,6.836082113,6.780650213,3.688042798,10.69729968,7.71092823,8.079427243,1.841981294,3.909012708,3.170507881,2.383857885,2.787866563,2.926196825,3.180530016,7.570077274,5.524527229,2.920952702,6.334805317,5.940841173,8.186681538,8.274685735,5.533571306,5.460238544,6.95962886,2.589273912,7.631454569,2.849401623,4.130900277,2.149759753,5.93284357,2.932676637,3.889144176,10.13178982,1.591037196,5.280722617,6.211504346,5.988987192
351,45.531,52.92933333,65.528,47.962,56.907,55.003,44.81033333,52.02966667,47.86366667,35.45733333,55.397,52.819,64.29466667,60.66466667,41.65,59.794,71.16033333,45.78666667,64.35366667,50.42433333,58.236,58.58366667,52.414,43.78066667,62.96466667,51.90933333,48.82866667,51.92466667,65.626,60.35533333,62.51533333,75.39466667,79.73266667,60.85766667,58.904,81.542,58.023,70.69233333,59.554,62.901,65.10966667,70.42733333,62.147,77.88633333,60.421,67.51966667,63.784,78.12133333,62.08433333,69.786,60.58366667,87.245,78.347,68.487,87.231,74.47366667,69.88366667,73.538,71.473,75.227,5.132755281,5.928991492,7.14143534,5.539600534,5.968570452,5.938329953,5.74083822,6.213818743,7.214004346,5.449253217,5.618653716,5.887566124,5.120839756,5.923250539,5.540615793,5.657475696,7.329842268,6.916153541,6.937957272,5.558010424,5.615690037,5.566960395,5.603965114,6.65766416,6.127088031,6.111929512,3.267359138,7.876108858,5.265794931,10.03102531,5.298623872,4.045981791,8.993213459,2.443484552,2.476880079,1.74521461,6.518807147,2.788725221,5.74963303,1.799411692,2.554287411,9.023101328,3.333919151,2.360256858,6.326637041,3.250354222,2.783454601,6.113374494,4.241701935,3.807907486,3.13527162,3.909785604,2.16815238,10.24861662,5.562208072,2.399859056,5.468804078,6.374793426,9.359701302,6.900135561,3.956408861,6.048623879,5.328425475,2.731571071,2.265325259,4.20203728,5.516467017,5.927558326,13.79537231,3.049307067,3.233068628,12.48970736,5.855029581,3.72712822,5.229349064,4.860064986,12.24739198,3.964886921,3.932722671,4.131791414,3.144532071,3.473179698,4.182041253,4.185271495,6.878503396,6.852314962,3.667939895,10.71896318,7.710142417,8.017636264,1.834704035,3.887689045,3.156629875,2.372292407,2.767269649,2.903075131,3.15445129,7.558711174,5.519603914,2.913305891,6.336425344,5.925969428,8.252029995,8.343877473,5.5422753,5.467643215,6.991896806,2.573410993,7.594919042,2.832665254,4.115958413,2.133224541,5.927931121,2.908368156,3.873972105,10.12544169,1.58716898,5.282650914,6.214234644,5.974528217
